id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
1104,1104,RÓMPERE,,vt,,,,,,,,,,
1105,1105,RÒSA,,sf,,,,,,,,,,
1106,1106,ROSATO,,adj,,,,,,,,,,
1107,1107,ROSSO,,adj,,,,,,,,,,
1108,1108,RÒTA,,sf,,,,,,,,,,
1109,1109,ROTONDO,,adj,,,,,,,,,,
1110,1110,RUMÈNO,,sm,,,,,,,,,,
1111,1111,SÀBATO,,sm,,,,,,,,,,
1112,1112,SAIA,,sf,,,,,,,,,,
1113,1113,SALA,,sf,,,,,,,,,,
1114,1114,SALE,,sm,,,,,,,,,,
1115,1115,SALTARE,,vi,,,,,,,,,,
1116,1116,SALTO,,sm,,,,,,,,,,
1117,1117,SALUTARE,,vt,,,,,,,,,,
1118,1118,SALVE,,inter,,,,,,,,,,
1119,1119,SANGUE,,sm,,,,,,,,,,
1120,1120,SANO,,adj,,,,,,,,,,
1121,1121,SAPERE,,vt,,,,,,,,,,
1122,1122,SAPONE,,sm,,,,,,,,,,
1123,1123,SCIÈNTIA,,sf,,,,,,,,,,
1124,1124,SE,,pron,,,,,,,,,,
1125,1125,SE,,pron,,,,,,,,,,
1126,1126,SECCARE,,vt,,,,,,,,,,
1127,1127,SECCO,,adj,,,,,,,,,,
1128,1128,SECLA,,sf,,,,,,,,,,
1129,1129,SÈCOLO,,sm,,,,,,,,,,
1130,1130,SECONDO,,adj,,,,,,,,,,
1131,1131,SECONDO,,sm,,,,,,,,,,
1132,1132,SECONDO,,prep,,,,,,,,,,
1133,1133,SECURO,,adj,,,,,,,,,,
1134,1134,SÈDECE,,adj,,,,,,,,,,
1135,1135,SEDERE,,vi,,,,,,,,,,
1136,1136,SEDERE-SE,,vr,,,,,,,,,,
1137,1137,SEDILE,,sm,,,,,,,,,,
1138,1138,SEGELLO,,sm,,,,,,,,,,
1139,1139,SEGNALE,,sm,,,,,,,,,,
1140,1140,SÈLLA,,sf,,,,,,,,,,
1141,1141,SELVA,,sf,,,,,,,,,,
1142,1142,SEMÀFORO,,sm,,,,,,,,,,
1143,1143,SEMELARE,,vi,,,,,,,,,,
1144,1144,SEMELARE-SE,,vr,,,,,,,,,,
1145,1145,SEMÈNTE,,sf,,,,,,,,,,
1146,1146,SÈMPRE,,adv,,,,,,,,,,
1147,1147,SENE,,prep,,,,,,,,,,
1148,1148,SENESTRA,,sf,,,,,,,,,,
1149,1149,SENESTRO,,adj,,,,,,,,,,
1150,1150,SENNÎORA,,sf,,,,,,,,,,
1151,1151,SENNÎORE,,sm,,,,,,,,,,
1152,1152,SENNÎORETTA,,sf,,,,,,,,,,
1153,1153,SENNÎORETTO,,sm,,,,,,,,,,
1154,1154,SENO,,sf,,,,,,,,,,
1155,1155,SÈNSO,,sm,,,,,,,,,,
1156,1156,SENTIRE,,vt,,,,,,,,,,
1157,1157,SENTIRE-SE,,vr,,,,,,,,,,
1158,1158,SEPTANTA,,adj,,,,,,,,,,
1159,1159,SÈPTE,,adj,,,,,,,,,,
1160,1160,SEPTEMANA,,sf,,,,,,,,,,
1161,1161,SEPTÈMBRE,,sm,,,,,,,,,,
1162,1162,SÈPTIMO,,adj,,,,,,,,,,
1163,1163,SEQUÈNTE,,adj,,,,,,,,,,
1164,1164,SEQUIRE,,vt,,,,,,,,,,
1165,1165,SERA,,sf,,,,,,,,,,
1166,1166,SÈRPE,,sf,,,,,,,,,,
1167,1167,SÈRRA,,sf,,,,,,,,,,
1168,1168,SERVIRE,,vi,,,,,,,,,,
1169,1169,SERVITIO,,sm,,,,,,,,,,
1170,1170,SETE,,sf,,,,,,,,,,
1171,1171,SÈX,,adj,,,,,,,,,,
1172,1172,SEXANTA,,adj,,,,,,,,,,
1173,1173,SÈXO,,sm,,,,,,,,,,
1174,1174,SÈXTO,,adj,,,,,,,,,,
1175,1175,SÍ,,pron,,,,,,,,,,
1176,1176,SÍ,,adv,,,,,,,,,,
1177,1177,SI,,conj,,,,,,,,,,
1178,1178,SI BÈNE,,conj,,,,,,,,,,
1179,1179,SIGNIFICARE,,vt,,,,,,,,,,
1180,1180,SIMPÀTICO,,adj,,,,,,,,,,
1181,1181,SOBTO,,prep (adv),,,,,,,,,,
1182,1182,SOFÀ,,sm,,,,,,,,,,
1183,1183,SOFFLARE,,vi,,,,,,,,,,
1184,1184,SOLDATO,,sm,,,,,,,,,,
1185,1185,SOLE,,sm,,,,,,,,,,
1186,1186,SOLERE,,vi,,,,,,,,,,
1187,1187,SÒLIDO,,sm,,,,,,,,,,
1188,1188,SOLO,,adj,,,,,,,,,,
1189,1189,SOLO,,adv,,,,,,,,,,
1190,1190,SÒLO,,sm,,,,,,,,,,
1191,1191,SOMMA,,sf,,,,,,,,,,
1192,1192,SÒMNO,,sm,,,,,,,,,,
1193,1193,SÒNNÎO,,sm,,,,,,,,,,
1194,1194,SÒNO,,sm,,,,,,,,,,
1195,1195,SOO,,adj,,,,,,,,,,
1196,1196,SOO,,pron,,,,,,,,,,
1197,1197,SOPPA,,sf,,,,,,,,,,
1198,1198,SOPPRÍMERE,,vt,,,,,,,,,,
1199,1199,SOPRE,,prep (adv),,,,,,,,,,
1200,1200,SORDO,,adj,,,,,,,,,,
1201,1201,SORORE,,sf,,,,,,,,,,
1202,1202,SORPRÈNDERE,,vt,,,,,,,,,,
1203,1203,SORPRESA,,sf,,,,,,,,,,
1204,1204,SOSPÈNDERE,,vt,,,,,,,,,,
1205,1205,STATIONE,,sf,,,,,,,,,,
1206,1206,STUDIANTE,,sm,,,,,,,,,,
1207,1207,STUDIARE,,vt,,,,,,,,,,
1208,1208,SÚCCARO,,sm,,,,,,,,,,
1209,1209,SUCCÈDERE,,vn,,,,,,,,,,
1210,1210,SUCCÈSSO,,sm,,,,,,,,,,
1211,1211,SUCCO,,sm,,,,,,,,,,
1212,1212,SUCO,,sm,,,,,,,,,,
1213,1213,SUDE,,sm,,,,,,,,,,
1214,1214,SUFFICIÈNTE,,adj,,,,,,,,,,
1215,1215,SUFFICIÈNTEMENTE,,adv,,,,,,,,,,
1216,1216,SÚGERE,,vt,,,,,,,,,,
1217,1217,SUPERMERCATO,,sm,,,,,,,,,,
1218,1218,SUPPÓNERE,,vt,,,,,,,,,,
1219,1219,SUSO,,prep,,,,,,,,,,
1220,1220,TACERE,,vi,,,,,,,,,,
1221,1221,TALE,,adj,,,,,,,,,,
1222,1222,TALLÎARE,,vt,,,,,,,,,,
1223,1223,TANTO,,adj,,,,,,,,,,
1224,1224,TANTO,,adv,,,,,,,,,,
1225,1225,TAPPETO,,sm,,,,,,,,,,
1226,1226,TARDARE,,vi,,,,,,,,,,
1227,1227,TARDE,,adv,,,,,,,,,,
1228,1228,TASSA,,sf,,,,,,,,,,
1229,1229,TAULA,,sf,,,,,,,,,,
1230,1230,TAULA NEGRA,,sf,,,,,,,,,,
1231,1231,TAURO,,sm,,,,,,,,,,
1232,1232,TAXI,,sm,,,,,,,,,,
1233,1233,TE,,pron,,,,,,,,,,
1234,1234,TE,,pron,,,,,,,,,,
1235,1235,TÉ,,sm,,,,,,,,,,
1236,1236,TEATRO,,sm,,,,,,,,,,
1237,1237,TECTO,,sm,,,,,,,,,,
1238,1238,TECTO,,sm,,,,,,,,,,
1239,1239,TELA,,sf,,,,,,,,,,
1240,1240,TELEFONARE,,vti,,,,,,,,,,
1241,1241,TELÈFONO,,sm,,,,,,,,,,
1242,1242,TELEVISIONE,,sf,,,,,,,,,,
1243,1243,TEMERE,,vt,,,,,,,,,,
1244,1244,TÈMPO,,sm,,,,,,,,,,
1245,1245,TÈMPO,,sm,,,,,,,,,,
1246,1246,TENERE,,vt,,,,,,,,,,
1247,1247,TENNIS,,sm,,,,,,,,,,
1248,1248,TÈRRA,,sf,,,,,,,,,,
1249,1249,TÈRRA,,sf,,,,,,,,,,
1250,1250,TERRACCÎA,,sf,,,,,,,,,,
1251,1251,TÈRTSO,,adj,,,,,,,,,,
1252,1252,TI,,pron,,,,,,,,,,
1253,1253,TÍA,,sf,,,,,,,,,,
1254,1254,TIGRE,,sm,,,,,,,,,,
1255,1255,TÍO,,sm,,,,,,,,,,
1256,1256,TOCCARE,,vt,,,,,,,,,,
1257,1257,TOMATE,,sm,,,,,,,,,,
1258,1258,TOO,,adj,,,,,,,,,,
1259,1259,TOO,,pron,,,,,,,,,,
1260,1260,TORNARE AD,,vi,,,,,,,,,,
1261,1261,TORNARE,,vi,,,,,,,,,,
1262,1262,­TORNO,,prep (adv),,,,,,,,,,
1263,1263,TORNO,,sm,,,,,,,,,,
1264,1264,TORRE,,sf,,,,,,,,,,
1265,1265,TORTA,,sf,,,,,,,,,,
1266,1266,TOTO,,adj,,,,,,,,,,
1267,1267,TOTO,,adv,,,,,,,,,,
1268,1268,TRACTARE,,vt,,,,,,,,,,
1269,1269,TRACTORE,,sm,,,,,,,,,,
1270,1270,TRÀGERE,,vt,,,,,,,,,,
1271,1271,TRANQUILLO,,adj,,,,,,,,,,
1272,1272,TRÉDECE,,adj,,,,,,,,,,
1273,1273,TRÈNO,,sm,,,,,,,,,,
1274,1274,TRENTA,,adj,,,,,,,,,,
1275,1275,TRES,,adj,,,,,,,,,,
1276,1276,TRISTE,,adj,,,,,,,,,,
1277,1277,TROMPETTA,,sf,,,,,,,,,,
1278,1278,TRONCO,,sm,,,,,,,,,,
1279,1279,TRÒPPO,,adj,,,,,,,,,,
1280,1280,TRÒPPO,,adv,,,,,,,,,,
1281,1281,TU,,pron,,,,,,,,,,
1282,1282,TÚNNEL,,sm,,,,,,,,,,
1283,1283,ÚLTIMO,,adj,,,,,,,,,,
1284,1284,ÚNICO,,adj,,,,,,,,,,
1285,1285,UNIRE,,vt,,,,,,,,,,
1286,1286,UNIVERSITATE,,sf,,,,,,,,,,
1287,1287,UNO,,adj,,,,,,,,,,
1288,1288,UNO,,art,,,,,,,,,,
1289,1289,USARE,,vt,,,,,,,,,,
1290,1290,ÚTILE,,adj,,,,,,,,,,
1291,1291,UVA,,sf,,,,,,,,,,
1292,1292,VACATIONES,,sf,,,,,,,,,,
1293,1293,VACCA,,sf,,,,,,,,,,
1294,1294,VACUO,,adj,,,,,,,,,,
1295,1295,VALERE,,vt,,,,,,,,,,
1296,1296,VALISA,,sf,,,,,,,,,,
1297,1297,VALLE,,sf,,,,,,,,,,
1298,1298,VALORE,,sm,,,,,,,,,,
1299,1299,VECE,,sf,,,,,,,,,,
1300,1300,VÈCLO,,adj,,,,,,,,,,
1301,1301,VÈCLO,,adj,,,,,,,,,,
1302,1302,VECTURA,,sf,,,,,,,,,,
1303,1303,VEDERE,,vt,,,,,,,,,,
1304,1304,VEDERE-SE,,vr,,,,,,,,,,
1305,1305,VELA,,sf,,,,,,,,,,
1306,1306,VÉNCERE,,vt,,,,,,,,,,
1307,1307,VÉNDERE,,vt,,,,,,,,,,
1308,1308,VÈNERES,,sm,,,,,,,,,,
1309,1309,VENIRE,,vi,,,,,,,,,,
1310,1310,VÈNTO,,sm,,,,,,,,,,
1311,1311,VÈNTRE,,sm,,,,,,,,,,
1312,1312,VERDE,,adj,,,,,,,,,,
1313,1313,VERDURA,,sf,,,,,,,,,,
1314,1314,VERITATE,,sf,,,,,,,,,,
1315,1315,VÈRME,,sm,,,,,,,,,,
1316,1316,VÈRSO,,prep,,,,,,,,,,
1317,1317,VESTE,,sm,,,,,,,,,,
1318,1318,VESTIMENTA,,sf,,,,,,,,,,
1319,1319,VESTIMÈNTO,,sm,,,,,,,,,,
1320,1320,VESTIRE,,vt,,,,,,,,,,
1321,1321,VESTIRE-SE,,vr,,,,,,,,,,
1322,1322,VETRO,,sm,,,,,,,,,,
1323,1323,VETTA,,sf,,,,,,,,,,
1324,1324,VÍA,,sf,,,,,,,,,,
1325,1325,VÍA,,sf,,,,,,,,,,
1326,1326,VÍA FÈRREA,,sf,,,,,,,,,,
1327,1327,VIAGGE,,sm,,,,,,,,,,
1328,1328,VIAGGÈRO,,sm,,,,,,,,,,
1329,1329,VIAGGÎARE,,vi,,,,,,,,,,
1330,1330,VIENTE,,adj,,,,,,,,,,
1331,1331,VILLA,,sf,,,,,,,,,,
1332,1332,VILLAGGE,,sm,,,,,,,,,,
1333,1333,VINO,,sm,,,,,,,,,,
1334,1334,VIOLÀCEO,,adj,,,,,,,,,,
1335,1335,VISITARE,,vt,,,,,,,,,,
1336,1336,VISTA,,sf,,,,,,,,,,
1337,1337,VITA,,sf,,,,,,,,,,
1338,1338,VÍVERE,,vi,,,,,,,,,,
1339,1339,VIVO,,adj,,,,,,,,,,
1340,1340,VIVO,,adj,,,,,,,,,,
1341,1341,VOCE,,sf,,,,,,,,,,
1342,1342,VOLARE,,vi,,,,,,,,,,
1343,1343,VOLERE,,vt,,,,,,,,,,
1344,1344,VÒLLÎA,,sf,,,,,,,,,,
1345,1345,VOLPE,,sf,,,,,,,,,,
1346,1346,VÒLTA,,sf,,,,,,,,,,
1347,1347,VÒMERE,,vt,,,,,,,,,,
1348,1348,VÓS,,pron,,,,,,,,,,
1349,1349,VÓS,,pron,,,,,,,,,,
1350,1350,VOS,,pron,,,,,,,,,,
1351,1351,VOS,,pron,,,,,,,,,,
1352,1352,VÒSTRO ,,adj,,,,,,,,,,
1353,1353,VÒSTRO ,,pron,,,,,,,,,,
1354,1354,ZÈRO,,sm,,,,,,,,,,
